350	96307	10010
350	103177	10010
350	98600	10010
350	100219	10010
350	88923	10010
350	100335	10110
350	102758	10010
350	88230	00011
350	99928	10010
350	97063	10010
350	92849	01010
350	92883	01000
350	87052	01000
350	91432	00010
350	93179	10010
350	91672	10010
350	89470	10010
350	97531	10011
350	97653	10000
350	91790	10000
350	92088	00100
350	97098	11010
350	89916	01010
350	87612	11000
350	90216	11010
350	86885	10010
350	91789	00100
350	88147	01000
350	86880	01011
350	90452	00010
350	93040	01001
350	94012	00100
350	91780	00010
350	93164	00110
350	87285	00010
350	93636	00011
350	91455	00010
350	92424	00010
350	98762	00101
350	95496	00101
350	88965	00011
350	91327	00101
350	85331	10010
350	85332	10010
350	89379	01010
350	89135	00100
350	91563	00010
350	91443	10010
350	93741	11000
350	88273	01010
350	89481	00010
350	89360	00010
350	90111	00010
350	91688	10010
350	91203	00101
350	92094	00100
350	93184	01010
350	98196	10010
350	143831	00010
350	89804	01010
350	86898	00010
350	87500	01010
350	93979	01000
350	91479	10011
350	98305	10001
350	98300	00010
350	93099	01010
350	97690	10010
350	99076	01001
350	93649	00101
350	85472	11010
350	86683	00010
350	88188	01000
350	94731	01010
350	96914	00001
350	90493	10010
350	100803	10000
350	127703	10001
350	90809	10000
350	101336	01000
350	91377	11010
350	92224	00010
350	90288	00100
350	101393	01001
350	89292	01000
350	96149	10000
350	89291	01000
350	95179	01001
350	92461	00010
350	92341	10010
350	86107	00010
350	91802	11010
350	89734	10010
350	102355	10000
350	88883	00100
350	86461	00001
350	92213	11010
350	109205	10000
350	89163	01000
350	102011	10000
350	94635	10000
350	89848	00101
350	117850	11000
350	85921	00010
350	85368	00001
350	91276	10000
350	91952	00100
350	97812	10000
350	91279	00010
350	100285	10010
350	91272	00100
350	101927	10000
350	88548	01000
350	86920	01000
350	87215	00011
350	92914	00010
350	90617	00101
350	101800	10001
350	94654	10010
350	95505	10000
350	95862	10001
350	90972	11000
350	93325	01000
350	89180	10010
350	91384	10010
350	100729	10100
350	88536	01000
350	101255	01000
350	87202	01000
350	100841	10010
350	91178	10010
350	96747	10101
350	92023	00010
350	92024	00010
350	89094	01000
350	87907	01000
350	1087735	10000
350	87238	01000
350	88203	01000
350	90639	00010
350	91727	00110
350	100535	10000
350	92496	00010
350	92012	00010
350	95521	00001
350	103265	01000
350	92018	01010
350	95523	10010
350	96972	01010
350	99446	00110
350	94672	00001
350	93220	10010
350	90075	00101
350	87905	11010
350	102847	10000
350	91714	00010
350	86499	00010
350	90865	10001
350	90747	10010
350	90868	01010
350	91712	00010
350	91713	00010
350	91834	01010
350	1324287	01000
350	100544	10001
350	92805	00010
350	91837	00010
350	89792	01000
350	93499	10010
350	87372	01000
350	90785	01000
350	90663	10001
350	94107	00001
350	102024	10000
350	93251	00010
350	100199	10000
350	90659	01000
350	89795	01010
350	89780	00100
350	93123	11010
350	91985	10010
350	93800	00011
350	111761	11010
350	90896	10001
350	99469	11010
350	98011	10010
350	92154	10010
350	93241	00010
350	101978	11010
350	86957	10010
350	85622	00010
350	85620	10010
350	91979	01010
350	1211305	00010
350	90526	00101
350	88334	10000
350	91856	01000
350	88213	01000
350	88210	01000
350	1087742	01010
230	93399	01101
230	93271	00100
230	97510	00010
230	87829	01000
230	103292	10000
230	93152	00110
230	85538	00100
230	85414	00010
230	88803	00101
230	85654	01100
230	99809	00001
230	96658	11000
230	97865	00001
230	96534	00110
230	97863	00001
230	98831	00101
230	103738	10100
230	85885	00010
230	85765	00010
230	84798	01010
230	97180	00110
230	101552	10000
230	87940	00010
230	102062	10100
230	86085	00110
230	103032	10001
230	1096262	10001
230	90589	00100
230	107195	10000
230	99278	00101
230	88828	00110
230	86648	01000
230	114296	00001
230	85678	00010
230	92080	00010
230	118094	10000
230	106779	10000
230	92757	00110
230	101404	10011
230	102977	10100
230	90455	00110
230	102507	10001
230	86518	00110
230	102506	10001
230	85548	00010
230	86999	00010
230	86876	01110
230	87842	01100
230	103039	10001
230	103714	10000
230	92663	01010
230	99738	10100
230	103098	10100
230	96903	00110
230	91214	01100
230	107455	10000
230	97316	00100
230	96221	00010
230	95498	00100
230	2228460	01010
230	87513	00100
230	104616	10000
230	88166	01001
230	106132	10001
230	97546	00001
230	102331	00001
230	99044	10101
230	2381730	01010
230	87509	00010
230	85689	01000
230	84595	01010
230	144925	10101
230	89128	01110
230	103777	10000
230	101114	10000
230	90108	10101
230	103655	10000
230	103897	10000
230	103778	10000
230	91232	01110
230	104168	10001
230	92324	00101
230	99879	10101
230	95272	00100
230	103192	10001
230	89837	00101
230	84700	00110
230	93406	01101
230	102536	00001
230	90815	00101
230	99507	10101
230	89382	01110
230	108774	10001
230	105260	10000
230	86555	00110
230	2620693	10101
230	87642	01100
230	85461	00010
230	89265	01001
230	94765	00100
230	1303716	01110
230	103330	10000
230	97478	10011
230	98446	00011
230	98445	00011
230	85936	01010
230	2381663	01110
230	88649	00101
230	85015	01100
230	102239	00001
230	94630	00010
230	99646	00001
230	102376	00101
230	99649	10001
230	87547	01110
230	102488	10000
230	90944	00110
230	1964908	10100
230	85360	01000
230	90983	00110
230	95198	00101
230	104083	10000
230	104084	10000
230	91392	00100
230	86800	01010
230	89515	11011
230	101366	10001
230	91822	00101
230	101367	10000
230	90736	00100
230	85275	01010
230	88781	00010
230	91387	00100
230	93443	01101
230	91143	00110
230	95741	00010
230	91140	00100
230	85823	00100
230	85027	01010
230	101378	10000
230	89743	01111
230	86232	01010
230	90968	01100
230	86111	01100
230	105672	10001
230	93476	00100
230	91854	00100
230	104100	10000
230	1291168	00001
230	95772	10011
230	91290	01101
230	97034	00110
230	86939	00110
230	100659	10001
230	102718	00101
230	93904	00010
230	111682	10000
230	89534	01101
230	86265	01110
230	1087610	10001
230	85175	00110
230	87460	00110
230	90194	00110
230	100428	10001
230	85603	00110
230	98471	01111
230	85600	01010
230	102048	10000
230	104107	10001
230	101874	10100
230	104226	10000
230	102723	10000
230	85194	01000
230	106065	10001
230	99119	00101
230	2620860	01110
230	93930	01101
230	97059	00101
230	91070	00100
230	93133	01100
230	93131	00100
230	85997	00100
230	101723	11010
230	2512110	00001
230	92838	00100
230	101844	00001
230	89551	01100
230	88220	00100
230	93002	00100
230	105785	10001
230	90532	00101
230	103484	10001
230	102277	10000
230	97603	00110
230	98499	01101
230	107041	10001
230	1087743	00010
230	107956	10000
230	92945	00100
